id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17679894,⭐️Amazing Heart of VICTORY PARK Downtown ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,15,4,2019-02-25,0.04,125,165,0,
17680439,⭐️Amazing  Heart of VICTORY PARK Downtown ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,70,8,2019-04-06,0.09,125,165,0,
17733183,"Luxury Downtown Loft + Stunning View I Pool,Gym,Th",28836312,Joshua,,District 2,32.77798,-96.79694,Entire home/apt,260,1,422,2023-05-07,4.71,3,270,0,
17735515,"The Hidden Cliff, Private Suite -NO cleaning fee",6601665,Linda,,District 1,32.76582,-96.82539,Private room,89,3,67,2024-06-03,0.79,3,248,18,
17753657,❤️ Luxury Apartment Uptown Dallas/West Village ❤️,108514926,Dalls,,District 14,32.80728,-96.79661,Entire home/apt,120,45,8,2022-08-21,0.09,125,221,0,
17753881,The Urban Gypsy  & Arboretum Tickets Available,10901678,Vera,,District 14,32.81707,-96.76889,Entire home/apt,61,1,571,2024-08-02,6.32,24,226,45,
17793382,The Montclair House in Historical Winnetka Heights,121566634,Troy,,District 1,32.74316,-96.84594,Entire home/apt,165,1,311,2024-08-11,3.47,1,179,24,
17802592,Charming Carriage House Studio in Old East Dallas,2428081,Robyn,,District 14,32.8034,-96.76425,Entire home/apt,94,2,229,2024-07-16,2.57,1,248,18,
17878261,M-Streets Private Carriage House,5599749,Louwane,,District 14,32.82927,-96.77493,Entire home/apt,84,30,192,2024-06-23,2.20,2,108,2,
17878792,Big City Duplex Bungalow Near Lower Greenville,60226438,Jesse,,District 2,32.81382,-96.77607,Entire home/apt,100,2,203,2023-10-09,2.28,2,14,8,
17926037,The Medley Bungalow,35406521,Tony,,District 14,32.79584,-96.78586,Entire home/apt,182,3,226,2024-08-12,2.54,4,271,42,
18014885,The center of West Village | balcony with view,108514926,Dalls,,District 14,32.80468,-96.79849,Entire home/apt,150,20,7,2017-12-25,0.08,125,365,0,
18026976,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,8,2022-08-16,0.10,125,301,0,
18027293,AMAZING PRICE West-Village Walk Anywhere,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,74,28,11,2022-05-23,0.12,125,328,0,
18032984,AMAZING PRICE West-Village Walk Anywhere⭐️⭐️⭐️⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,118,58,10,2024-08-10,0.13,125,328,2,
18194969,The Pink House of the Bishop Arts,13030399,Katrina,,District 1,32.74954,-96.82604,Entire home/apt,175,2,252,2024-08-04,2.83,5,151,37,
18331186,"Big, clean, all tile 1 bed condo, great location",126832872,Cota,,District 13,32.92177,-96.80985,Entire home/apt,70,3,112,2024-08-10,1.32,1,360,12,
18340617,Sunshine Cottage,2455266,Karen,,District 2,32.80198,-96.74514,Entire home/apt,88,2,381,2024-08-04,4.32,1,225,43,
18434174,"Mid Century -HP/Design Dist/Katy Trail, Parking",1509921,Robert,,District 14,32.81986,-96.80492,Entire home/apt,82,2,281,2024-07-07,3.16,5,60,40,
18481659,Amazing Price on a Brand NEW UpTOWN Apartment,108514926,Dalls,,District 14,32.81395,-96.79095,Entire home/apt,103,56,6,2024-04-01,0.21,125,365,2,
18482064,★★Amazing Price on a Brand NEW UPTOWN Apartment★★,108514926,Dalls,,District 14,32.81395,-96.79095,Entire home/apt,101,28,5,2023-07-24,0.17,125,365,0,
18482586,Amazing Price | Uptown | W/D | FREE Parking | King,108514926,Dalls,,District 14,32.81395,-96.79095,Entire home/apt,145,20,6,2024-08-03,0.07,125,350,1,
18571531,Yellow flowers,128942364,Joseph,,District 12,32.99785,-96.84008,Private room,49,1,61,2024-07-09,0.70,3,155,8,
18668866,Cozy Cottage Close To Fair Park & Greenville Ave!,129748591,Emma,,District 14,32.80876,-96.76593,Entire home/apt,,1,405,2024-07-13,4.67,1,0,26,
18697655,Dallas Love Field  Bluffview Bluebonnet Bungalow,129985668,Peter,,District 13,32.85507925225939,-96.83586910966915,Entire home/apt,162,2,143,2024-08-04,1.62,1,293,22,
18774491,Private White Rock Lake Cottage,78592523,Virginia,,District 9,32.82055,-96.73354,Entire home/apt,90,3,322,2024-06-09,3.75,1,314,16,
18777080,Carriage House,13543122,Laura,,District 14,32.80638,-96.76484,Entire home/apt,120,30,46,2024-05-31,0.58,1,202,3,
18809799,Bishop Arts Cottage,46111610,Kathi,,District 1,32.748795,-96.836266,Entire home/apt,175,2,318,2023-12-17,3.75,1,268,12,
18841813,Private 2-Bedroom Apt in Historic District,55833267,Matt,,District 2,32.799789,-96.771446,Entire home/apt,90,30,20,2023-11-27,0.24,1,269,1,
18979631,Dallas captivates and inspires,36392652,Ashu,,District 6,32.77982,-96.84648,Entire home/apt,385,2,14,2024-08-04,1.12,2,254,13,
19160523,Charming Home in the Heart of Uptown Dallas,126765832,Tram,,District 14,32.79759,-96.79724,Entire home/apt,313,2,187,2024-07-28,2.18,2,149,15,
19183767,Artsy home with wonderful big bedroom,134182247,Ash,,District 10,32.90875,-96.71922,Private room,43,3,2,2023-12-09,0.05,1,42,1,
19225872,Peach room with attached bathroom,128942364,Joseph,,District 12,32.99785,-96.84008,Private room,49,1,64,2024-08-11,0.74,3,174,10,
19283561,Private bedroom-bathroom.,43889052,Israel,,District 2,32.8237019,-96.8324473,Private room,43,31,4,2024-07-27,0.74,6,201,4,
19363274,"Charming Dallas Gem near SMU, Mockingbird Station",14879587,Jaxsie,,District 14,32.83467,-96.75692,Entire home/apt,86,1,512,2024-08-12,5.93,10,72,80,
19441303,ENTERTAINERS DELIGHT + indoor/outdoor UPTOWN venue,131241027,Sabrina,,District 2,32.80382,-96.78246,Entire home/apt,700,1,9,2017-11-26,0.10,1,89,0,
19447899,Oak Lawn House • Private Backyard • WFH Setups,78199259,Minh,,District 14,32.81378,-96.80964,Entire home/apt,125,2,79,2024-07-27,0.92,4,333,31,
19490194,Carriage House - Fair Park! Deep Ellum & Downtown,132800378,Chelsea,,District 7,32.76733,-96.77312,Entire home/apt,135,5,218,2024-01-14,2.51,2,101,1,
19506283,The Heart of Uptown /Downtown | W/D | FREE Parking,108514926,Dalls,,District 14,32.80181,-96.79129,Entire home/apt,210,56,11,2024-01-14,0.13,125,0,5,
19531214,Hidden treasure among the trees w/Parisian Theme,83178794,Shentely,,District 1,32.7518,-96.85785,Private room,63,3,16,2024-06-30,0.19,3,179,1,
19625040,"Charming Home, 10 min from Downtown Dallas",33161224,Keith,,District 4,32.72161,-96.77448,Entire home/apt,240,2,56,2024-06-23,0.66,1,90,4,
19713480,"Clean, comfy bed, balcony, total remodel pool view",16783105,Mike,,District 11,32.88688,-96.77236,Entire home/apt,68,15,6,2021-07-16,0.07,5,275,0,
19752675,Fashionable,31286341,Mona Lisa,,District 14,32.80886,-96.76576,Entire home/apt,103,30,62,2024-05-04,0.72,1,354,4,
19830749,Walkable Luxury Style Bishop Arts ★ Near it All,93232901,Ej,,District 1,32.75388,-96.82848,Entire home/apt,134,1,266,2024-08-05,3.29,12,282,24,
19842945,Private Townhome near Bishop Arts,61850018,Sarah,,District 1,32.750466746785065,-96.84015803026527,Entire home/apt,221,2,23,2024-06-12,1.36,1,349,10,
19862034,"You’ve found it! Peaceful, Cozy, great work-area",107659933,Rebecca,,District 11,32.96656,-96.81716,Entire home/apt,87,30,24,2024-04-30,0.28,1,217,3,
19910058,Entire Loft apt in Central Dallas,73908142,Kaston,,District 13,32.86552047729492,-96.75218963623047,Entire home/apt,85,1,1,2018-03-13,0.01,1,72,0,
20025703,Contemporary and Spacious Condo,43889052,Israel,,District 11,32.92756,-96.76492,Entire home/apt,72,31,28,2023-10-31,0.33,6,321,1,
20036470,The Elizabeth. In Historic Oak Lawn.,4952226,Tim,,District 2,32.80974,-96.81236,Entire home/apt,99,2,270,2024-06-30,3.15,8,357,34,
20057079,"The 1920s Mainstay, Dallas Arboretum Available",57933646,Vera,,District 14,32.81751,-96.76717,Entire home/apt,69,1,480,2024-07-24,5.59,18,236,42,
20190954,Charming House in Awesome Location (Love Field),143767897,David,,District 2,32.84721,-96.8266,Entire home/apt,99,2,95,2020-07-26,1.12,1,138,0,
20282125,The heart of Uptown/Downtown | W/D | FREE Prking,108514926,Dalls,,District 14,32.80181,-96.79129,Entire home/apt,200,28,11,2024-04-28,0.14,125,31,7,
20283034,Uptown/ Downtown | KING | FREE parking | W/D,108514926,Dalls,,District 14,32.80181,-96.79129,Entire home/apt,136,40,2,2024-01-07,0.03,125,0,1,
20290581,⭐️A Premier Location THE Heart of Victory Park ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,28,3,2019-02-16,0.04,125,365,0,
20290895,⭐️A Premier Location THE Heart of Victory Park ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,28,3,2018-01-20,0.04,125,365,0,
20300902,1920’s City Retreat with Dallas Arboretum Tickets,10901678,Vera,,District 14,32.81697,-96.76724,Entire home/apt,75,1,584,2024-08-11,6.85,24,243,68,
20409260,Updated Home Near Mockingbird,16468063,Danny,,District 9,32.84513,-96.74677,Entire home/apt,89,20,16,2022-11-26,0.24,5,116,0,
20425354,"Lake front mins to AT&T, Globe life",88073468,Khue,,District 3,32.71789,-96.97356,Entire home/apt,188,1,404,2024-08-13,4.76,2,230,37,
20602821,Private Bungalow,2938312,Jeff,,District 9,32.85809,-96.70997,Entire home/apt,75,2,186,2024-07-29,2.20,1,136,23,
20673333,Oaklawn Studio - Medical District,32353695,Shane,,District 2,32.81362,-96.8164,Entire home/apt,55,30,14,2023-10-01,0.17,1,365,1,
20675354,Park Cities/SMU/North Dallas 1BD/1BA Entire Condo.,107583316,Anthony,,District 14,32.84236,-96.76775,Entire home/apt,75,30,12,2023-04-11,0.15,2,365,0,
20687019,Mid-Century Modern Oasis in the Heart of Dallas!,9761734,Michael,,District 2,32.81971,-96.82903,Entire home/apt,212,2,118,2024-05-15,1.40,2,139,6,
20688249,Lake Highlands Haven,9317048,Robin,,District 10,32.87175,-96.70083,Private room,39,30,14,2023-08-15,0.24,2,75,0,
20704185,New Single Level Ranch Home by Highland Park with Pool,395823,Keith,,District 2,32.84164,-96.82671,Entire home/apt,680,2,165,2024-08-04,1.96,8,145,9,
20730674,"The Hidden Cliff, Elegant Suite-NO cleaning fee",6601665,Linda,,District 1,32.76582,-96.82539,Private room,87,3,44,2024-08-11,0.52,3,259,21,
20804117,Oaklawn Master Suite,19979510,Thiago,,District 2,32.81111,-96.81414,Private room,95,20,45,2024-07-29,0.53,1,83,2,
20848408,French Chic - Parking- HP/Uptown/Design D/Oak Lawn,1509921,Robert,,District 14,32.81986,-96.80561,Entire home/apt,79,2,201,2024-08-13,2.39,5,9,42,
20848529,"Dallas Haven - Katy Trail, H.P., Uptown",1509921,Robert,,District 14,32.8195157,-96.8053458,Entire home/apt,79,2,207,2024-06-28,2.46,5,80,29,
20887054,Charming & Quaint Private Poolside Suite,28950374,Webb,,District 12,32.97444,-96.78232,Private room,50,1,6,2021-10-17,0.09,1,88,0,
20905329,Paradise five star.  ready. See below,15751176,Avi,,District 13,32.87612,-96.75971,Entire home/apt,89,21,27,2024-04-30,0.33,6,311,2,
20916267,Uptown - Cozy 1 bd #3 Free Fast WiFi Parking Cable,6063232,Joan,,District 14,32.818493,-96.789749,Entire home/apt,111,3,28,2024-04-10,0.33,9,157,2,
21029670,(45%OFF)Best&Coziest place in OakLawn/Uptown,2870800,Erme,,District 14,32.81478,-96.80607,Private room,91,3,31,2024-06-27,0.37,3,320,4,
21057649,"Exquisite view, cozy feel, heart of downtown.",151705285,Craig,,District 14,32.78231,-96.79997,Entire home/apt,91,3,18,2023-03-07,0.28,1,166,0,
21088291,Cool Studio Apartment near White Rock Lake,127689710,Tim,,District 10,32.86682,-96.69175,Entire home/apt,85,1,66,2022-01-30,1.18,1,137,0,
21112646,Winnetka Heights Hideaway - Private Home w/Pool!,43042344,Rent On Your Terms,,District 1,32.75101,-96.84046,Entire home/apt,129,2,169,2024-07-29,2.02,43,348,17,
21123786,"The Monticello Guest House - M Streets, Dallas",152362711,Becky,,District 14,32.82729,-96.77908,Entire home/apt,93,2,213,2024-07-21,2.54,1,311,22,
21189192,The Local | Lower-Greenville  | Arboretum Tickets,10901678,Vera,,District 14,32.81651,-96.76914,Entire home/apt,70,1,460,2024-08-11,5.52,24,237,44,
21199299,HOUSE OF MUSIC - Modern + Contemporary Dallas Home,121600765,Elaine,,District 6,32.781770143955285,-96.84417061507702,Entire home/apt,350,2,51,2024-08-04,2.25,2,331,28,
21200523,Guest-house Near White Rock Lake,116880529,Nelly,,District 9,32.85247,-96.68628,Entire home/apt,132,2,92,2024-06-22,1.10,1,56,9,
21214603,Adorable Dallas Home in Lakewood/White Rock area,153268486,Linda And Maika,,District 9,32.85065,-96.73167,Entire home/apt,130,2,217,2024-07-21,2.63,2,303,32,
21264822,Zen Garden near White Rock Lake,12580751,Sandy,,District 9,32.85822,-96.70455,Entire home/apt,98,30,61,2023-11-27,0.74,1,172,4,
21277111,Royal Oak,128942364,Joseph,,District 12,32.99809,-96.8399,Private room,49,1,79,2024-06-28,0.96,3,135,14,
21292126,South Oak Cliff Tiny Guest House,154063777,Lydia,,District 3,32.6924,-96.86757,Entire home/apt,54,1,456,2024-08-13,5.68,1,40,96,
21292874,The Javier. All Welcome,4952226,Tim,,District 2,32.81225,-96.81408,Entire home/apt,89,2,236,2024-07-14,2.86,8,359,39,
21323765,2 Beds And 1 Bathroom In  Bishop Arts Area,123649125,Sean,,District 1,32.75137,-96.86634,Private room,200,7,58,2019-03-17,0.70,4,270,0,
21395886,Private Studio Quarters in Kessler Park.,146361525,Feliz,,District 1,32.76018,-96.84027,Entire home/apt,75,2,280,2024-08-03,3.77,1,141,39,
21427426,Bungalow 5 Min. to Downtown/Blocks to Bishop Arts,155302825,Vera,,District 1,32.75227,-96.81843,Entire home/apt,200,3,166,2023-01-02,2.01,1,359,0,
21461613,Dallas Home by the Lake in Quiet Neighborhood,4505460,Judy,,District 9,32.85389,-96.70609,Private room,43,30,25,2024-05-02,0.30,3,74,1,
21462274,(40%OFF)Beautiful Master in Uptown,2870800,Erme,,District 14,32.81543,-96.80506,Private room,89,3,74,2024-06-01,0.89,3,327,1,
21538453,Peaceful Creekside Guesthouse & Zen Garden Retreat,9292436,Diane And Andyan,,District 13,32.89015,-96.8206,Entire home/apt,140,1,547,2024-08-03,6.63,1,140,58,
21595937,"The Hidden Cliff, Cozy Tiny House with City View",6601665,Linda,,District 1,32.76582,-96.82539,Entire home/apt,106,3,225,2024-08-11,3.40,3,255,35,
21636221,"Updated, clean, quiet, comfy bed, pool view, w/d",16783105,Mike,,District 11,32.88474,-96.77062,Entire home/apt,68,15,15,2023-12-29,0.18,5,275,1,
21692306,Walk to Bishop Arts - New Guest house,77962932,Jeanne,,District 1,32.75169,-96.83901,Entire home/apt,96,2,216,2024-08-11,2.69,1,311,19,
21700066,"Ground flr Two(1BR/BA) apts, sleep 6, parking,",1509921,Robert,,District 14,32.8195,-96.80535,Entire home/apt,200,2,6,2018-10-07,0.07,5,364,0,
21749543,Charming Craftsman Home in Lower Greenville,158448001,Sammie,,District 14,32.82567,-96.76871,Entire home/apt,197,2,216,2024-08-05,2.64,1,159,36,
21755757,⭐️Amazing  Heart of VICTORY PARK Downtown ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,19,4,2018-02-11,0.05,125,165,0,
21797129,⭐️⭐️A Premier Location  Heart of Victory Park⭐️⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,30,4,2019-04-08,0.05,125,167,0,
21805613,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,28,3,2019-08-25,0.04,125,301,0,
21805646,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,90,12,4,2022-04-04,0.06,125,328,0,
21805704,⭐️West Village Uptown NEW and AMAZING PRICE ⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,20,2,2021-09-22,0.05,125,326,0,
21806352,⭐️West Village Uptown NEW and AMAZING PRICE ⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,70,1,2020-06-30,0.02,125,326,0,
21806397,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,28,2,2021-05-27,0.02,125,78,0,
21806439,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,109,4,4,2023-08-05,0.06,125,328,0,
21806484,One of Uptown's most desirable location,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,28,4,2022-08-24,0.06,125,326,0,
21806540,⭐️⭐️AMAZING PRICE West-Village Walk Anywhere  ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,75,5,3,2021-01-03,0.05,125,328,0,
21808102,KING | West-village Walk anywhere | free parking,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,5,2022-03-11,0.07,125,249,0,
21811154,The Perfect Dallas Getaway,158974408,Xavier,,District 2,32.83256,-96.85702,Entire home/apt,236,3,121,2024-06-25,1.52,1,90,8,
21945471,Hawaii in Dallas,12058747,Robert,,District 13,32.85832,-96.84191,Entire home/apt,344,3,202,2024-08-10,2.49,1,335,37,
22034800,LOOK!  Budget Rooms in North  Dallas for one guest,34782351,Travis,,District 10,32.9084,-96.72661,Private room,30,1,170,2024-07-31,2.14,2,356,27,
22097351,⭐️Victory Park | Pool/Gym | Walk to AA Center⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,28,4,2018-03-26,0.05,125,197,0,
22097852,⭐️A Premier Location THE Heart of Victory Park ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,12,6,2019-08-11,0.07,125,165,0,
22105541,⭐️Victory Park | Pool/Gym | Walk to AA Center⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,12,3,2019-09-22,0.04,125,197,0,
22144962,"Updated Complete Condo, Furnished, Biz Ready!",26438693,Jess,,District 12,32.99862,-96.79653,Entire home/apt,69,29,28,2024-05-22,0.36,12,92,4,
22279755,Centrally locatedGreenville Ave.,15751176,Avi,,District 13,32.87559,-96.75866,Entire home/apt,72,21,19,2024-03-27,0.24,6,365,2,
22286004,"New to Airbnb, Modern 1 BR Downtown, Views, Pool 4",36151189,Grace,,District 14,32.78122,-96.79954,Entire home/apt,151,1,230,2024-06-19,2.86,38,322,7,
22355188,Cozy Private Studio - near SMU w Private Parking,14879587,Jaxsie,,District 14,32.83447,-96.75886,Entire home/apt,68,1,384,2024-08-04,4.77,10,80,54,
22377418,High-style Home near Bishop Arts/Downtown Dallas,21748101,Jamie And Larry,,District 1,32.74146511064564,-96.84290555722097,Entire home/apt,176,2,412,2024-08-04,5.11,1,151,50,
22445330,"NEWLY Remodeled Sleeps 16/2 Queen,3 Full, 4 Twin",121360034,Tonya,,District 5,32.75185812981035,-96.68585760591976,Entire home/apt,347,1,119,2023-03-19,1.50,1,200,0,
22486720,Creative Industrial Loft with CoWorking,91195494,Steven,,District 2,32.77462,-96.7818,Entire home/apt,95,4,57,2024-06-30,0.78,6,104,10,
22504726,"Trendy, Charming Bungalow in Knox-Henderson",25499216,Jess,,District 2,32.81892,-96.77819,Entire home/apt,165,1,555,2024-08-02,6.93,1,172,59,
22515298,Inn Town Escape,67501310,Bonnie,,District 9,32.85156,-96.7413,Entire home/apt,225,2,117,2024-07-21,1.47,1,360,13,
22590075,Master Bedroom Guest Suite with Private Entrance,2592644,Mike & Adriana,,District 8,32.63418,-96.82713,Private room,58,2,93,2024-03-04,1.18,6,52,3,
22615334,The Grey Room at White Rock,25134399,Erin,,District 7,32.81187,-96.69511,Private room,55,1,184,2024-06-30,2.30,2,40,3,
22658453,Sparkling Oasis in the Heart of Dallas,126765832,Tram,,District 14,32.81132,-96.80878,Entire home/apt,337,2,159,2024-06-21,1.98,2,239,13,
22670348,Beautiful Separate Quarters private Bath and entry,167030039,Rose,,District 14,32.8021,-96.74296,Private room,,2,196,2024-07-28,2.47,2,0,25,
22789896,"Entire Duplex, Lowest Greenville, One block off strip",24662525,M&J,,District 14,32.81621,-96.77207,Entire home/apt,139,1,194,2024-07-24,4.51,2,291,41,
22817146,6 Bedrooms! Walkable Luxury Bishop Arts ★ Near All,93232901,Ej,,District 1,32.75497,-96.82694,Entire home/apt,208,1,50,2024-07-11,0.65,12,250,5,
22922509,Modern guesthouse with garage and private access,169717974,Noreen,,District 2,32.8187,-96.77695,Entire home/apt,142,2,395,2024-07-14,4.96,1,65,46,
23054774,The Firehouse,166644373,Alex,,District 1,32.75152,-96.81102,Entire home/apt,75,30,325,2024-06-16,4.10,1,70,43,
23166176,Luxury Suite in the Heart of Downtown,157145430,Elba,,District 14,32.78097,-96.79756,Entire home/apt,999,2,107,2021-11-21,1.37,1,89,0,
